time_seconds,pv_output_kw,ess_output_kw,soc
1.0,600.0,20.000000000000018,0.48
2.0,664.00494839263,-29.229803881823724,0.5092298038818237
3.0,705.5012361704033,-22.223971635821904,0.5314537755176456
4.0,710.5565013482627,-17.841081149033712,0.5492948566666793
5.0,679.1153573830373,-19.216447850744835,0.5685113045174242
6.0,625.0,-23.66872157824851,0.5921800260956727
7.0,570.6107373853764,-28.551232176594166,0.6207312582722668
8.0,538.3508786884275,-18.240314454919915,0.6389715727271867
9.0,542.0515896443544,-17.901644875628175,0.6568732176028149
10.0,581.6723244895,-14.64047372346422,0.6715136913262791
11.0,643.3012701892219,0.0,0.6715136913262791
12.0,704.4557981113772,0.0,0.6715136913262791
13.0,742.658477444273,0.0,0.6715136913262791
14.0,744.0130316662056,0.0,0.6715136913262791
15.0,708.5046199976609,-13.402159253770307,0.6849158505800494
16.0,650.0,-23.22959515161216,0.7081454457316616
17.0,590.9475695391664,-32.877975023636985,0.7410234207552986
18.0,553.8017284071749,-26.593796673185732,0.7676172174284843
19.0,552.4471741852424,-29.20150802359167,0.796818725452076
20.0,586.8987476528827,-27.72910662038086,0.8245478320724569
21.0,643.3012701892219,-23.00025961997898,0.8475480916924358
22.0,699.2293749479946,-17.698412975757584,0.8652465046681934
23.0,732.262892903385,-14.291849558905056,0.8795383542270985
24.0,728.5621819474583,-14.203420212051787,0.8937417744391503
25.0,688.1677878438711,-17.409792288776814,0.9111515667279271
26.0,625.0000000000001,-22.350305296068296,0.9335018720239954
27.0,561.5583069245428,-26.53297645399899,0.9600348484779944
28.0,520.345198089232,0.0,0.9600348484779944
29.0,515.2899329113726,0.0,0.9600348484779944
30.0,546.4478979341353,0.0,0.9600348484779944
31.0,599.9999999999999,20,0.9400348484779943
32.0,653.5521020658647,20,0.9200348484779943
33.0,684.7100670886274,20,0.9000348484779943
34.0,679.654801910768,20,0.8800348484779943
35.0,638.4416930754574,20,0.8600348484779943
36.0,575.0000000000001,20,0.8400348484779943
37.0,511.83221215612906,-10.312600983669817,0.8503474494616641
38.0,471.43781805254173,-13.437140870733444,0.8637845903323975
39.0,467.7371070966149,-12.56400244538125,0.8763485927777788
40.0,500.77062505200524,20,0.8563485927777787
41.0,556.698729810778,20,0.8363485927777787
42.0,613.1012523471169,20,0.8163485927777787
43.0,647.5528258147577,20,0.7963485927777787
44.0,646.1982715928251,0.0,0.7963485927777787
45.0,609.052430460834,0.0,0.7963485927777787
46.0,550.0000000000001,-17.434088635227774,0.8137826814130065
47.0,491.4953800023392,-27.26452722802497,0.8410472086410314
48.0,455.9869683337943,-34.197990801893226,0.8752451994429247
49.0,457.34152255572695,-23.570792555252407,0.8988159919981771
50.0,495.5442018886222,-21.753236451279356,0.9205692284494564
