time_seconds,pv_output_kw,ess_output_kw,soc
195.0,708.504619997662,0.0,0.7737809375
196.0,650.0000000000008,-18.948257098686973,0.9632635084868697
197.0,590.9475695391678,0.0,0.9632635084868697
198.0,553.8017284071753,0.0,0.9632635084868697
199.0,552.4471741852424,0.0,0.9632635084868697
200.0,586.8987476528832,0.0,0.9632635084868697
201.0,643.3012701892214,0.0,0.9632635084868697
202.0,699.2293749479945,0.0,0.9632635084868697
203.0,732.2628929033853,0.0,0.9632635084868697
204.0,728.5621819474586,0.0,0.9632635084868697
205.0,688.1677878438726,0.0,0.9632635084868697
206.0,625.0000000000016,0.0,0.9632635084868697
207.0,561.5583069245439,0.0,0.9632635084868697
208.0,520.3451980892324,0.0,0.9632635084868697
209.0,515.2899329113724,0.0,0.9632635084868697
210.0,546.4478979341352,0.0,0.9632635084868697
211.0,600.0000000000002,4.816317542434349,0.9151003330625262
212.0,653.5521020658651,4.575501665312632,0.8693453164093999
213.0,684.7100670886276,4.346726582047,0.8258780505889299
214.0,679.6548019107684,4.12939025294465,0.7845841480594834
215.0,638.4416930754584,0.0,0.7845841480594834
216.0,575.000000000001,0.0,0.7845841480594834
217.0,511.8322121561295,0.0,0.7845841480594834
218.0,471.43781805254196,-10.010830868017573,0.8846924567396591
219.0,467.73710709661424,4.423462283698296,0.8404578339026761
220.0,500.77062505200576,4.202289169513381,0.7984349422075423
221.0,556.6987298107789,0.0,0.7984349422075423
222.0,613.1012523471184,0.0,0.7984349422075423
223.0,647.5528258147574,0.0,0.7984349422075423
224.0,646.1982715928253,0.0,0.7984349422075423
225.0,609.0524304608341,0.0,0.7984349422075423
226.0,550.0000000000002,-15.238962966400704,0.9508245718715493
227.0,491.49538000233895,0.0,0.9508245718715493
228.0,455.98696833379506,0.0,0.9508245718715493
229.0,457.3415225557264,0.0,0.9508245718715493
230.0,495.5442018886212,0.0,0.9508245718715493
231.0,556.6987298107797,0.0,0.9508245718715493
232.0,618.3276755104993,0.0,0.9508245718715493
233.0,657.9484103556456,4.7541228593577465,0.9032833432779719
234.0,661.6491213115725,4.51641671638986,0.8581191761140733
235.0,629.3892626146235,-10.69699410723235,0.9650891171863968
236.0,574.9999999999995,0.0,0.9650891171863968
237.0,520.8846426169644,0.0,0.9650891171863968
238.0,489.4434986517376,0.0,0.9650891171863968
239.0,494.49876382959616,0.0,0.9650891171863968
240.0,535.9950516073692,0.0,0.9650891171863968
241.0,599.9999999999992,4.825445585931984,0.9168346613270769
242.0,664.0049483926298,4.5841733066353845,0.870992928260723
243.0,705.5012361704033,4.354964641303615,0.8274432818476869
244.0,710.5565013482627,4.137216409238435,0.7860711177553026
245.0,679.1153573830366,0.0,0.7860711177553026
246.0,625.0000000000016,0.0,0.7860711177553026
247.0,570.6107373853773,0.0,0.7860711177553026
248.0,538.3508786884278,0.0,0.7860711177553026
249.0,542.0515896443541,0.0,0.7860711177553026
250.0,581.6723244894997,0.0,0.7860711177553026
251.0,643.3012701892192,0.0,0.7860711177553026
252.0,704.4557981113777,0.0,0.7860711177553026
253.0,742.6584774442732,0.0,0.7860711177553026
254.0,744.0130316662053,0.0,0.7860711177553026
255.0,708.5046199976621,0.0,0.7860711177553026
256.0,650.000000000001,-12.257467813900247,0.908645795894305
257.0,590.9475695391668,-9.135420410569495,1.0
258.0,553.801728407175,0.0,1.0
259.0,552.4471741852424,0.0,1.0
260.0,586.8987476528808,0.0,1.0
261.0,643.30127018922,0.0,1.0
262.0,699.2293749479934,5.0,0.95
263.0,732.2628929033855,4.75,0.9025
264.0,728.5621819474585,4.5125,0.857375
265.0,688.1677878438716,4.286875,0.81450625
266.0,625.0000000000003,-13.034531627142076,0.9448515662714208
267.0,561.5583069245426,-5.514843372857925,1.0
268.0,520.345198089232,0.0,1.0
269.0,515.289932911372,0.0,1.0
270.0,546.447897934134,5.0,0.95
271.0,599.9999999999986,4.75,0.9025
272.0,653.552102065864,12.460597480494329,0.7778940251950567
273.0,684.7100670886272,0.0,0.7778940251950567
274.0,679.6548019107681,0.0,0.7778940251950567
275.0,638.4416930754572,0.0,0.7778940251950567
276.0,574.9999999999998,0.0,0.7778940251950567
277.0,511.83221215612855,0.0,0.7778940251950567
278.0,471.4378180525423,0.0,0.7778940251950567
279.0,467.73710709661447,0.0,0.7778940251950567
280.0,500.7706250520045,0.0,0.7778940251950567
281.0,556.6987298107774,0.0,0.7778940251950567
282.0,613.101252347117,0.0,0.7778940251950567
283.0,647.5528258147568,10.413012202713734,0.6737639031679193
284.0,646.198271592825,0.0,0.6737639031679193
285.0,609.0524304608331,0.0,0.6737639031679193
286.0,549.999999999999,-10.014266276966888,0.7739065659375882
287.0,491.4953800023402,-20.085068188591126,0.9747572478234995
288.0,455.98696833379466,0.0,0.9747572478234995
289.0,457.3415225557267,0.0,0.9747572478234995
290.0,495.5442018886223,0.0,0.9747572478234995
291.0,556.698729810778,0.0,0.9747572478234995
292.0,618.3276755104979,4.873786239117497,0.9260193854323245
293.0,657.9484103556449,4.630096927161623,0.8797184161607083
294.0,661.6491213115729,4.3985920808035415,0.8357324953526729
295.0,629.3892626146225,4.178662476763365,0.7939458705850393
296.0,575.000000000001,-11.024345149904358,0.9041893220840829
297.0,520.8846426169632,-9.581067791591714,1.0
298.0,489.4434986517374,0.0,1.0
299.0,494.49876382959656,0.0,1.0
300.0,535.9950516073702,5.0,0.95
