time_seconds,pv_output_kw,ess_output_kw,soc
221.0,556.6987298107789,20,0.8730905071745431
222.0,613.1012523471184,20,0.863090507174543
223.0,647.5528258147574,20,0.853090507174543
224.0,646.1982715928253,20,0.843090507174543
225.0,609.0524304608341,20,0.833090507174543
226.0,550.0000000000002,-15.764871475553166,0.8409729429123196
227.0,491.49538000233895,-25.740234941504347,0.8538430603830718
228.0,455.98696833379506,-19.067963607314773,0.8633770421867292
229.0,457.3415225557264,-21.74312937989642,0.8742486068766774
230.0,495.5442018886212,-20.307502258970267,0.8844023580061625
231.0,556.6987298107797,-15.667431737494297,0.8922360738749097
232.0,618.3276755104993,-10.443415152048718,0.897457781450934
233.0,657.9484103556456,20,0.887457781450934
234.0,661.6491213115725,20,0.877457781450934
235.0,629.3892626146235,-11.059651901569989,0.882987607401719
236.0,574.9999999999995,-16.15354605016983,0.8910643804268039
237.0,520.8846426169644,-19.8330797592301,0.900980920306419
238.0,489.4434986517376,-21.031539915667086,0.9114966902642525
239.0,494.49876382959616,-17.844886374425386,0.9204191334514652
240.0,535.9950516073692,-10.235762619486444,0.9255370147612084
241.0,599.9999999999992,20,0.9155370147612084
242.0,664.0049483926298,20,0.9055370147612084
243.0,705.5012361704033,20,0.8955370147612084
244.0,710.5565013482627,20,0.8855370147612084
245.0,679.1153573830366,20,0.8755370147612084
246.0,625.0000000000016,20,0.8655370147612084
247.0,570.6107373853773,20,0.8555370147612084
248.0,538.3508786884278,20,0.8455370147612083
249.0,542.0515896443541,20,0.8355370147612083
250.0,581.6723244894997,20,0.8255370147612083
251.0,643.3012701892192,20,0.8155370147612083
252.0,704.4557981113777,20,0.8055370147612083
253.0,742.6584774442732,20,0.7955370147612083
254.0,744.0130316662053,0.0,0.7955370147612083
255.0,708.5046199976621,0.0,0.7955370147612083
256.0,650.000000000001,-12.257500749144334,0.8016657651357805
257.0,590.9475695391668,-22.303689216518485,0.8128176097440397
258.0,553.801728407175,-16.2284295583639,0.8209318245232217
259.0,552.4471741852424,-18.952449251904646,0.830408049149174
260.0,586.8987476528808,-17.546616516706194,0.8391813574075271
261.0,643.30127018922,-12.902185198781613,0.8456324500069179
262.0,699.2293749479934,20,0.8356324500069179
263.0,732.2628929033855,20,0.8256324500069179
264.0,728.5621819474585,20,0.8156324500069179
265.0,688.1677878438716,20,0.8056324500069179
266.0,625.0000000000003,-13.403723591545624,0.8123343118026907
267.0,561.5583069245426,-17.86710593124763,0.8212678647683145
268.0,520.345198089232,-18.46296712323192,0.8304993483299304
269.0,515.289932911372,-15.247654144849632,0.8381231754023553
270.0,546.447897934134,20,0.8281231754023552
